LOCATION CODE|COUNTY|AREA NAME|REGION|SCHOOL YEARS|NO. OVERWEIGHT|PCT OVERWEIGHT|NO. OBESE|PCT OBESE|NO. OVERWEIGHT OR OBESE|PCT OVERWEIGHT OR OBESE|GRADE LEVEL|AREA TYPE|STREET ADDRESS|CITY|STATE|ZIP CODE|Location 1
30701|BROOME|CHENANGO VALLEY CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|45.0|14.1%|53.0|16.6%|98.0|30.6%|ELEMENTARY|SCHOOL DISTRICT|221 CHENANGO BRIDGE RD|BINGHAMTON|NY|13901.0|(42.1677, -75.8742)
30701|BROOME|CHENANGO VALLEY CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|44.0|18.8%|47.0|20.1%|91.0|38.9%|MIDDLE/HIGH|SCHOOL DISTRICT|221 CHENANGO BRIDGE RD|BINGHAMTON|NY|13901.0|(42.1677, -75.8742)
31101|BROOME|MAINE ENDWELL CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|111.0|15.5%|122.0|17.1%|233.0|32.6%|DISTRICT TOTAL|SCHOOL DISTRICT|712 FARM-TO-MARKET RD|ENDWELL|NY|13760.0|(42.1281, -76.0238)
31101|BROOME|MAINE ENDWELL CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|47.0|14.2%|47.0|14.2%|94.0|28.4%|ELEMENTARY|SCHOOL DISTRICT|712 FARM-TO-MARKET RD|ENDWELL|NY|13760.0|(42.1281, -76.0238)
31101|BROOME|MAINE ENDWELL CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|64.0|16.8%|75.0|19.7%|139.0|36.6%|MIDDLE/HIGH|SCHOOL DISTRICT|712 FARM-TO-MARKET RD|ENDWELL|NY|13760.0|(42.1281, -76.0238)
31301|BROOME|DEPOSIT CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|34.0|17.3%|46.0|23.5%|80.0|40.8%|DISTRICT TOTAL|SCHOOL DISTRICT|171 2ND ST|DEPOSIT|NY|13754.0|(42.0658, -75.4192)
31301|BROOME|DEPOSIT CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|23.0|18.7%|28.0|22.8%|51.0|41.5%|ELEMENTARY|SCHOOL DISTRICT|171 2ND ST|DEPOSIT|NY|13754.0|(42.0658, -75.4192)
31301|BROOME|DEPOSIT CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|11.0|14.9%|18.0|24.3%|29.0|39.2%|MIDDLE/HIGH|SCHOOL DISTRICT|171 2ND ST|DEPOSIT|NY|13754.0|(42.0658, -75.4192)
31401|BROOME|WHITNEY POINT CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|85.0|18.8%|81.0|18%|166.0|36.8%|DISTRICT TOTAL|SCHOOL DISTRICT|10 KEIBEL RD|WHITNEY POINT|NY|13862.0|(42.3379, -75.9759)
31401|BROOME|WHITNEY POINT CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|50.0|21.4%|38.0|16.2%|88.0|37.6%|ELEMENTARY|SCHOOL DISTRICT|10 KEIBEL RD|WHITNEY POINT|NY|13862.0|(42.3379, -75.9759)
31401|BROOME|WHITNEY POINT CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|30.0|14.1%|40.0|18.8%|70.0|32.9%|MIDDLE/HIGH|SCHOOL DISTRICT|10 KEIBEL RD|WHITNEY POINT|NY|13862.0|(42.3379, -75.9759)
31501|BROOME|UNION-ENDICOTT CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|194.0|15.4%|247.0|19.6%|441.0|35%|DISTRICT TOTAL|SCHOOL DISTRICT|1100 E MAIN ST|ENDICOTT|NY|13760.0|(42.0973, -76.0513)
31501|BROOME|UNION-ENDICOTT CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|112.0|16.5%|120.0|17.7%|232.0|34.2%|ELEMENTARY|SCHOOL DISTRICT|1100 E MAIN ST|ENDICOTT|NY|13760.0|(42.0973, -76.0513)
31501|BROOME|UNION-ENDICOTT CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|82.0|14.1%|127.0|21.8%|209.0|35.9%|MIDDLE/HIGH|SCHOOL DISTRICT|1100 E MAIN ST|ENDICOTT|NY|13760.0|(42.0973, -76.0513)
31502|BROOME|JOHNSON CITY CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|116.0|14.6%|177.0|22.3%|293.0|36.9%|DISTRICT TOTAL|SCHOOL DISTRICT|666 REYNOLDS RD|JOHNSON CITY|NY|13790.0|(42.1363, -75.9705)
31502|BROOME|JOHNSON CITY CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|73.0|16%|105.0|23%|178.0|38.9%|ELEMENTARY|SCHOOL DISTRICT|666 REYNOLDS RD|JOHNSON CITY|NY|13790.0|(42.1363, -75.9705)
31502|BROOME|JOHNSON CITY CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|43.0|12.9%|72.0|21.6%|115.0|34.5%|MIDDLE/HIGH|SCHOOL DISTRICT|666 REYNOLDS RD|JOHNSON CITY|NY|13790.0|(42.1363, -75.9705)
31601|BROOME|VESTAL CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|131.0|11.6%|92.0|8.2%|223.0|19.8%|DISTRICT TOTAL|SCHOOL DISTRICT|201 MAIN ST|VESTAL|NY|13850.0|(42.0849, -76.0537)
31601|BROOME|VESTAL CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|45.0|8.2%|7.0|1.3%|52.0|9.4%|ELEMENTARY|SCHOOL DISTRICT|201 MAIN ST|VESTAL|NY|13850.0|(42.0849, -76.0537)
31601|BROOME|VESTAL CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|86.0|14.9%|85.0|14.8%|171.0|29.7%|MIDDLE/HIGH|SCHOOL DISTRICT|201 MAIN ST|VESTAL|NY|13850.0|(42.0849, -76.0537)
31701|BROOME|WINDSOR CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|121.0|20.3%|119.0|19.9%|240.0|40.2%|DISTRICT TOTAL|SCHOOL DISTRICT|1191 NY RT 79|WINDSOR|NY|13865.0|(42.0672, -75.6413)
31701|BROOME|WINDSOR CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|65.0|20.2%|62.0|19.3%|127.0|39.6%|ELEMENTARY|SCHOOL DISTRICT|1191 NY RT 79|WINDSOR|NY|13865.0|(42.0672, -75.6413)
31701|BROOME|WINDSOR CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2010-2012|56.0|20.8%|57.0|21.2%|113.0|42%|MIDDLE/HIGH|SCHOOL DISTRICT|1191 NY RT 79|WINDSOR|NY|13865.0|(42.0672, -75.6413)
40204|CATTARAUGUS|WEST VALLEY CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|16.0|14%|13.0|11.4%|29.0|25.4%|DISTRICT TOTAL|SCHOOL DISTRICT|5359 SCHOOL ST|WEST VALLEY|NY|14171.0|(42.406, -78.6097)
40204|CATTARAUGUS|WEST VALLEY CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|11.0|15.9%|7.0|10.1%|18.0|26.1%|ELEMENTARY|SCHOOL DISTRICT|5359 SCHOOL ST|WEST VALLEY|NY|14171.0|(42.406, -78.6097)
40204|CATTARAUGUS|WEST VALLEY CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|5.0|11.1%|6.0|13.3%|11.0|24.4%|MIDDLE/HIGH|SCHOOL DISTRICT|5359 SCHOOL ST|WEST VALLEY|NY|14171.0|(42.406, -78.6097)
40302|CATTARAUGUS|ALLEGANY-LIMESTONE CSD|WESTERN NEW YORK|2010-2012|106.0|21.4%|84.0|16.9%|190.0|38.3%|DISTRICT TOTAL|SCHOOL DISTRICT|3131 FIVE MILE RD|ALLEGANY|NY|14706.0|(42.1314, -78.5024)
40302|CATTARAUGUS|ALLEGANY-LIMESTONE CSD|WESTERN NEW YORK|2010-2012|81.0|24.3%|49.0|14.7%|130.0|39%|ELEMENTARY|SCHOOL DISTRICT|3131 FIVE MILE RD|ALLEGANY|NY|14706.0|(42.1314, -78.5024)
40302|CATTARAUGUS|ALLEGANY-LIMESTONE CSD|WESTERN NEW YORK|2010-2012|25.0|15.3%|35.0|21.5%|60.0|36.8%|MIDDLE/HIGH|SCHOOL DISTRICT|3131 FIVE MILE RD|ALLEGANY|NY|14706.0|(42.1314, -78.5024)
40901|CATTARAUGUS|ELLICOTTVILLE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|43.0|16.9%|57.0|22.4%|100.0|39.4%|DISTRICT TOTAL|SCHOOL DISTRICT|5873 RT 219|ELLICOTTVILLE|NY|14731.0|(42.2537, -78.6504)
40901|CATTARAUGUS|ELLICOTTVILLE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|27.0|16.4%|41.0|24.8%|68.0|41.2%|ELEMENTARY|SCHOOL DISTRICT|5873 RT 219|ELLICOTTVILLE|NY|14731.0|(42.2537, -78.6504)
40901|CATTARAUGUS|ELLICOTTVILLE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|15.0|15.5%|20.0|20.6%|35.0|36.1%|MIDDLE/HIGH|SCHOOL DISTRICT|5873 RT 219|ELLICOTTVILLE|NY|14731.0|(42.2537, -78.6504)
41101|CATTARAUGUS|FRANKLINVILLE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|47.0|17.6%|49.0|18.4%|96.0|36%|DISTRICT TOTAL|SCHOOL DISTRICT|31 N MAIN ST|FRANKLINVILLE|NY|14737.0|(42.3396, -78.4572)
41101|CATTARAUGUS|FRANKLINVILLE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|23.0|13.1%|31.0|17.7%|54.0|30.9%|ELEMENTARY|SCHOOL DISTRICT|31 N MAIN ST|FRANKLINVILLE|NY|14737.0|(42.3396, -78.4572)
41101|CATTARAUGUS|FRANKLINVILLE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|24.0|26.1%|18.0|19.6%|42.0|45.7%|MIDDLE/HIGH|SCHOOL DISTRICT|31 N MAIN ST|FRANKLINVILLE|NY|14737.0|(42.3396, -78.4572)
41401|CATTARAUGUS|HINSDALE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|24.0|14.5%|35.0|21.2%|59.0|35.8%|DISTRICT TOTAL|SCHOOL DISTRICT|3701 MAIN ST|HINSDALE|NY|14743.0|(42.1566, -78.3965)
41401|CATTARAUGUS|HINSDALE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|11.0|10.9%|19.0|18.8%|30.0|29.7%|ELEMENTARY|SCHOOL DISTRICT|3701 MAIN ST|HINSDALE|NY|14743.0|(42.1566, -78.3965)
41401|CATTARAUGUS|HINSDALE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|11.0|17.7%|16.0|25.8%|27.0|43.5%|MIDDLE/HIGH|SCHOOL DISTRICT|3701 MAIN ST|HINSDALE|NY|14743.0|(42.1566, -78.3965)
42302|CATTARAUGUS|CATTARAUGUS-LITTLE VALLEY CSD|WESTERN NEW YORK|2010-2012|65.0|16.3%|69.0|17.3%|134.0|33.6%|DISTRICT TOTAL|SCHOOL DISTRICT|25 FRANKLIN ST N|CATTARAUGUS|NY|14719.0|(42.3343, -78.862)
42302|CATTARAUGUS|CATTARAUGUS-LITTLE VALLEY CSD|WESTERN NEW YORK|2010-2012|40.0|17%|43.0|18.3%|83.0|35.3%|ELEMENTARY|SCHOOL DISTRICT|25 FRANKLIN ST N|CATTARAUGUS|NY|14719.0|(42.3343, -78.862)
42302|CATTARAUGUS|CATTARAUGUS-LITTLE VALLEY CSD|WESTERN NEW YORK|2010-2012|25.0|15.9%|26.0|16.6%|51.0|32.5%|MIDDLE/HIGH|SCHOOL DISTRICT|25 FRANKLIN ST N|CATTARAUGUS|NY|14719.0|(42.3343, -78.862)
42400|CATTARAUGUS|OLEAN CITY SCHOOLS|WESTERN NEW YORK|2010-2012|180.0|17.3%|187.0|18%|367.0|35.3%|DISTRICT TOTAL|SCHOOL DISTRICT|410 W SULLIVAN ST|OLEAN|NY|14760.0|(42.0815, -78.4344)
42400|CATTARAUGUS|OLEAN CITY SCHOOLS|WESTERN NEW YORK|2010-2012|88.0|16.7%|88.0|16.7%|176.0|33.4%|ELEMENTARY|SCHOOL DISTRICT|410 W SULLIVAN ST|OLEAN|NY|14760.0|(42.0815, -78.4344)
42400|CATTARAUGUS|OLEAN CITY SCHOOLS|WESTERN NEW YORK|2010-2012|66.0|18.4%|70.0|19.5%|136.0|37.9%|MIDDLE/HIGH|SCHOOL DISTRICT|410 W SULLIVAN ST|OLEAN|NY|14760.0|(42.0815, -78.4344)
42801|CATTARAUGUS|GOWANDA CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|103.0|22.2%|102.0|22%|205.0|44.2%|DISTRICT TOTAL|SCHOOL DISTRICT|10674 PROSPECT ST|GOWANDA|NY|14070.0|(42.4638, -78.9481)
42801|CATTARAUGUS|GOWANDA CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|67.0|22.6%|63.0|21.3%|130.0|43.9%|ELEMENTARY|SCHOOL DISTRICT|10674 PROSPECT ST|GOWANDA|NY|14070.0|(42.4638, -78.9481)
42801|CATTARAUGUS|GOWANDA CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|36.0|21.4%|39.0|23.2%|75.0|44.6%|MIDDLE/HIGH|SCHOOL DISTRICT|10674 PROSPECT ST|GOWANDA|NY|14070.0|(42.4638, -78.9481)
42901|CATTARAUGUS|PORTVILLE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|87.0|21.6%|62.0|15.4%|149.0|37.1%|DISTRICT TOTAL|SCHOOL DISTRICT|500 ELM ST|PORTVILLE|NY|14770.0|(42.0344, -78.3317)
42901|CATTARAUGUS|PORTVILLE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|51.0|19.5%|43.0|16.5%|94.0|36%|ELEMENTARY|SCHOOL DISTRICT|500 ELM ST|PORTVILLE|NY|14770.0|(42.0344, -78.3317)
42901|CATTARAUGUS|PORTVILLE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|36.0|25.7%|19.0|13.6%|55.0|39.3%|MIDDLE/HIGH|SCHOOL DISTRICT|500 ELM ST|PORTVILLE|NY|14770.0|(42.0344, -78.3317)
43001|CATTARAUGUS|RANDOLPH CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|58.0|19.1%|72.0|23.8%|130.0|42.9%|DISTRICT TOTAL|SCHOOL DISTRICT|18 MAIN ST|RANDOLPH|NY|14772.0|(42.1726, -78.9476)
43001|CATTARAUGUS|RANDOLPH CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|29.0|17.5%|43.0|25.9%|72.0|43.4%|ELEMENTARY|SCHOOL DISTRICT|18 MAIN ST|RANDOLPH|NY|14772.0|(42.1726, -78.9476)
43001|CATTARAUGUS|RANDOLPH CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|29.0|21.2%|29.0|21.2%|58.0|42.3%|MIDDLE/HIGH|SCHOOL DISTRICT|18 MAIN ST|RANDOLPH|NY|14772.0|(42.1726, -78.9476)
43200|CATTARAUGUS|SALAMANCA CITY SCHOOLS|WESTERN NEW YORK|2010-2012|96.0|20.9%|95.0|20.7%|191.0|41.5%|DISTRICT TOTAL|SCHOOL DISTRICT|50 IROQUOIS DR|SALAMANCA|NY|14779.0|(42.1611, -78.7371)
43200|CATTARAUGUS|SALAMANCA CITY SCHOOLS|WESTERN NEW YORK|2010-2012|61.0|20.3%|54.0|17.9%|115.0|38.2%|ELEMENTARY|SCHOOL DISTRICT|50 IROQUOIS DR|SALAMANCA|NY|14779.0|(42.1611, -78.7371)
43200|CATTARAUGUS|SALAMANCA CITY SCHOOLS|WESTERN NEW YORK|2010-2012|35.0|22%|41.0|25.8%|76.0|47.8%|MIDDLE/HIGH|SCHOOL DISTRICT|50 IROQUOIS DR|SALAMANCA|NY|14779.0|(42.1611, -78.7371)
43501|CATTARAUGUS|YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|159.0|18.2%|181.0|20.8%|340.0|39%|DISTRICT TOTAL|SCHOOL DISTRICT|12125 COUNTY LINE RD|YORKSHIRE|NY|14173.0|(42.5247, -78.4646)
43501|CATTARAUGUS|YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|86.0|17.5%|84.0|17.1%|170.0|34.6%|ELEMENTARY|SCHOOL DISTRICT|12125 COUNTY LINE RD|YORKSHIRE|NY|14173.0|(42.5247, -78.4646)
43501|CATTARAUGUS|YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|73.0|19.4%|97.0|25.8%|170.0|45.2%|MIDDLE/HIGH|SCHOOL DISTRICT|12125 COUNTY LINE RD|YORKSHIRE|NY|14173.0|(42.5247, -78.4646)
50100|CAYUGA|AUBURN CITY SCHOOLS|CENTRAL NEW YORK|2010-2012|276.0|16.4%|349.0|20.8%|625.0|37.2%|DISTRICT TOTAL|SCHOOL DISTRICT|78 THORNTON AVE|AUBURN|NY|13021.0|(42.9136, -76.5794)
50100|CAYUGA|AUBURN CITY SCHOOLS|CENTRAL NEW YORK|2010-2012|187.0|17.3%|225.0|20.9%|412.0|38.2%|ELEMENTARY|SCHOOL DISTRICT|78 THORNTON AVE|AUBURN|NY|13021.0|(42.9136, -76.5794)
50100|CAYUGA|AUBURN CITY SCHOOLS|CENTRAL NEW YORK|2010-2012|89.0|14.8%|124.0|20.6%|213.0|35.4%|MIDDLE/HIGH|SCHOOL DISTRICT|78 THORNTON AVE|AUBURN|NY|13021.0|(42.9136, -76.5794)
50301|CAYUGA|WEEDSPORT CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|49.0|16.1%|82.0|26.9%|131.0|43%|DISTRICT TOTAL|SCHOOL DISTRICT|2821 E BRUTUS ST|WEEDSPORT|NY|13166.0|(43.0473, -76.5543)
50301|CAYUGA|WEEDSPORT CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|20.0|11.2%|55.0|30.9%|75.0|42.1%|ELEMENTARY|SCHOOL DISTRICT|2821 E BRUTUS ST|WEEDSPORT|NY|13166.0|(43.0473, -76.5543)
50301|CAYUGA|WEEDSPORT CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|29.0|23.8%|27.0|22.1%|56.0|45.9%|MIDDLE/HIGH|SCHOOL DISTRICT|2821 E BRUTUS ST|WEEDSPORT|NY|13166.0|(43.0473, -76.5543)
50401|CAYUGA|CATO MERIDIAN CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|26.0|7.9%|62.0|18.7%|88.0|26.6%|DISTRICT TOTAL|SCHOOL DISTRICT|2851 NYS RT 370|CATO|NY|13033.0|(43.1743, -76.5528)
50401|CAYUGA|CATO MERIDIAN CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|19.0|9.5%|27.0|13.6%|46.0|23.1%|ELEMENTARY|SCHOOL DISTRICT|2851 NYS RT 370|CATO|NY|13033.0|(43.1743, -76.5528)
50401|CAYUGA|CATO MERIDIAN CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|||35.0|28.2%|35.0|28.2%|MIDDLE/HIGH|SCHOOL DISTRICT|2851 NYS RT 370|CATO|NY|13033.0|(43.1743, -76.5528)
50701|CAYUGA|SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|48.0|19.4%|47.0|19%|95.0|38.3%|DISTRICT TOTAL|SCHOOL DISTRICT|2384 RT 34B|AURORA|NY|13026.0|(42.7342, -76.6179)
50701|CAYUGA|SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|21.0|15.6%|20.0|14.8%|41.0|30.4%|ELEMENTARY|SCHOOL DISTRICT|2384 RT 34B|AURORA|NY|13026.0|(42.7342, -76.6179)
50701|CAYUGA|SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|27.0|23.9%|27.0|23.9%|54.0|47.8%|MIDDLE/HIGH|SCHOOL DISTRICT|2384 RT 34B|AURORA|NY|13026.0|(42.7342, -76.6179)
51101|CAYUGA|PORT BYRON CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|70.0|17.1%|113.0|27.6%|183.0|44.7%|DISTRICT TOTAL|SCHOOL DISTRICT|30 MAPLE AVE|PORT BYRON|NY|13140.0|(43.0403, -76.6192)
51101|CAYUGA|PORT BYRON CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|44.0|17.3%|80.0|31.4%|124.0|48.6%|ELEMENTARY|SCHOOL DISTRICT|30 MAPLE AVE|PORT BYRON|NY|13140.0|(43.0403, -76.6192)
51101|CAYUGA|PORT BYRON CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|23.0|15.8%|35.0|24%|58.0|39.7%|MIDDLE/HIGH|SCHOOL DISTRICT|30 MAPLE AVE|PORT BYRON|NY|13140.0|(43.0403, -76.6192)
51301|CAYUGA|MORAVIA CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|70.0|19.4%|87.0|24.2%|157.0|43.6%|DISTRICT TOTAL|SCHOOL DISTRICT|68 S MAIN ST|MORAVIA|NY|13118.0|(42.7067, -76.4212)
51301|CAYUGA|MORAVIA CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|48.0|19.8%|61.0|25.1%|109.0|44.9%|ELEMENTARY|SCHOOL DISTRICT|68 S MAIN ST|MORAVIA|NY|13118.0|(42.7067, -76.4212)
51301|CAYUGA|MORAVIA CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|22.0|18.8%|26.0|22.2%|48.0|41%|MIDDLE/HIGH|SCHOOL DISTRICT|68 S MAIN ST|MORAVIA|NY|13118.0|(42.7067, -76.4212)
51901|CAYUGA|UNION SPRINGS CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|51.0|18.2%|42.0|15%|93.0|33.2%|DISTRICT TOTAL|SCHOOL DISTRICT|239 CAYUGA ST|UNION SPRINGS|NY|13160.0|(42.8508, -76.6912)
51901|CAYUGA|UNION SPRINGS CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|29.0|16.8%|27.0|15.6%|56.0|32.4%|ELEMENTARY|SCHOOL DISTRICT|239 CAYUGA ST|UNION SPRINGS|NY|13160.0|(42.8508, -76.6912)
51901|CAYUGA|UNION SPRINGS CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2010-2012|23.0|20.7%|20.0|18%|43.0|38.7%|MIDDLE/HIGH|SCHOOL DISTRICT|239 CAYUGA ST|UNION SPRINGS|NY|13160.0|(42.8508, -76.6912)
60201|CHAUTAUQUA|SO WESTERN CENT SCH-JAMESTOWN|WESTERN NEW YORK|2010-2012|27.0|11.1%|43.0|17.6%|70.0|28.7%|DISTRICT TOTAL|SCHOOL DISTRICT|600 HUNT RD W E|JAMESTOWN|NY|14701.0|(42.0897, -79.294)
60201|CHAUTAUQUA|SO WESTERN CENT SCH-JAMESTOWN|WESTERN NEW YORK|2010-2012|34.0|12.2%|31.0|11.1%|65.0|23.3%|ELEMENTARY|SCHOOL DISTRICT|600 HUNT RD W E|JAMESTOWN|NY|14701.0|(42.0897, -79.294)
60201|CHAUTAUQUA|SO WESTERN CENT SCH-JAMESTOWN|WESTERN NEW YORK|2010-2012|37.0|16.2%|52.0|22.7%|89.0|38.9%|MIDDLE/HIGH|SCHOOL DISTRICT|600 HUNT RD W E|JAMESTOWN|NY|14701.0|(42.0897, -79.294)
60301|CHAUTAUQUA|FREWSBURG CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|62.0|15.6%|61.0|15.3%|123.0|30.9%|DISTRICT TOTAL|SCHOOL DISTRICT|26 INSTITUTE ST|FREWSBURG|NY|14738.0|(42.0542, -79.1604)
60301|CHAUTAUQUA|FREWSBURG CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|34.0|14.6%|30.0|12.9%|64.0|27.5%|ELEMENTARY|SCHOOL DISTRICT|26 INSTITUTE ST|FREWSBURG|NY|14738.0|(42.0542, -79.1604)
60301|CHAUTAUQUA|FREWSBURG CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|28.0|17.2%|37.0|22.7%|65.0|39.9%|MIDDLE/HIGH|SCHOOL DISTRICT|26 INSTITUTE ST|FREWSBURG|NY|14738.0|(42.0542, -79.1604)
60401|CHAUTAUQUA|CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|53.0|14.5%|79.0|21.6%|132.0|36.1%|DISTRICT TOTAL|SCHOOL DISTRICT|5935 RT 60|SINCLAIRVILLE|NY|14782.0|(42.2583, -79.2827)
60401|CHAUTAUQUA|CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|27.0|13.8%|42.0|21.5%|69.0|35.4%|ELEMENTARY|SCHOOL DISTRICT|5935 RT 60|SINCLAIRVILLE|NY|14782.0|(42.2583, -79.2827)
60401|CHAUTAUQUA|CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|26.0|15.2%|37.0|21.6%|63.0|36.8%|MIDDLE/HIGH|SCHOOL DISTRICT|5935 RT 60|SINCLAIRVILLE|NY|14782.0|(42.2583, -79.2827)
60503|CHAUTAUQUA|CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|39.0|15.6%|43.0|17.2%|82.0|32.8%|DISTRICT TOTAL|SCHOOL DISTRICT|100 N ERIE ST|MAYVILLE|NY|14757.0|(42.2585, -79.5111)
60503|CHAUTAUQUA|CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|29.0|20.4%|22.0|15.5%|51.0|35.9%|ELEMENTARY|SCHOOL DISTRICT|100 N ERIE ST|MAYVILLE|NY|14757.0|(42.2585, -79.5111)
60503|CHAUTAUQUA|CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2010-2012|7.0|6.8%|21.0|20.4%|28.0|27.2%|MIDDLE/HIGH|SCHOOL DISTRICT|100 N ERIE ST|MAYVILLE|NY|14757.0|(42.2585, -79.5111)
60601|CHAUTAUQUA|PINE VALLEY CENT SCHOOL DISTRICT-(S DAYTON)|WESTERN NEW YORK|2010-2012|35.0|17.9%|41.0|20.9%|76.0|38.8%|DISTRICT TOTAL|SCHOOL DISTRICT|7755 RT 83|SOUTH DAYTON|NY|14138.0|(42.3317, -79.0906)
60601|CHAUTAUQUA|PINE VALLEY CENT SCHOOL DISTRICT-(S DAYTON)|WESTERN NEW YORK|2010-2012|17.0|16.8%|10.0|9.9%|27.0|26.7%|ELEMENTARY|SCHOOL DISTRICT|7755 RT 83|SOUTH DAYTON|NY|14138.0|(42.3317, -79.0906)
